iter	RMSE
264	3826.457644
265	3824.3253
266	3821.878707
267	3821.223092
268	3818.404165
269	3817.086451
270	3815.096751
271	3809.570418
272	3808.916611
273	3808.032427
274	3807.009663
275	3805.894693
276	3805.177804
277	3804.666904
278	3803.684272
279	3798.406244
280	3795.016168
281	3792.503279
282	3791.56428
283	3790.764418
284	3787.332915
285	3786.828029
286	3781.659569
287	3781.026264
288	3776.066064
289	3774.940778
290	3774.506031
291	3773.327892
292	3772.94023
293	3771.086795
294	3770.399112
295	3768.061201
296	3767.641016
297	3767.402131
298	3766.442973
299	3765.133083
300	3764.14744
301	3762.808137
302	3760.992604
303	3758.314431
304	3757.356911
305	3756.896705
306	3754.361696
307	3749.765163
308	3749.279111
309	3747.581528
310	3747.035893
311	3744.830789
312	3740.179228
313	3736.508953
314	3734.720536
315	3733.708073
316	3732.047617
317	3731.245041
318	3726.314409
319	3725.68332
320	3720.197344
321	3717.737471
322	3715.318915
323	3714.376617
324	3713.851167
325	3710.97962
326	3708.731403
327	3708.220299
328	3706.604017
329	3706.053211
330	3702.211686
331	3700.191759
332	3698.657461
333	3697.31369
334	3696.319307
335	3693.980721
336	3689.710447
337	3689.155625
338	3688.604734
339	3687.088504
340	3683.027357
341	3680.481373
342	3679.718484
343	3677.700938
344	3676.674285
345	3673.514139
346	3672.984428
347	3672.122253
348	3671.532099
349	3670.442799
350	3669.661625
351	3669.340503
352	3667.147582
353	3666.65184
354	3662.090306
355	3659.995302
356	3659.633975
357	3658.32032
358	3656.968857
359	3653.005286
360	3651.721364
361	3647.955434
362	3647.609811
363	3646.538874
364	3645.740425
365	3645.317507
366	3644.883331
367	3644.107816
368	3641.966286
369	3641.486564
370	3641.342255
371	3639.003208
372	3638.706175
373	3637.733141
374	3634.71751
375	3633.981467
376	3628.804678
377	3628.427858
378	3626.045368
379	3623.969048
380	3623.776309
381	3623.531025
382	3623.105681
383	3620.626194
384	3619.797959
385	3618.072386
386	3617.702371
387	3616.549853
388	3614.31269
389	3609.509267
390	3608.203787
391	3607.952856
392	3607.539799
393	3603.222271
394	3602.513311
395	3601.369541
396	3598.602802
397	3595.86043
398	3594.805469
399	3594.464355
400	3594.222744
401	3592.512064
402	3592.148974
403	3591.852858
404	3589.329546
405	3587.206523
406	3586.231162
407	3584.200176
408	3580.612899
409	3580.277865
410	3578.28949
411	3574.920078
412	3574.68523
413	3573.647999
414	3572.965854
415	3572.914001
416	3571.822018
417	3571.501506
418	3571.273065
419	3570.282989
420	3568.806755
421	3563.854083
422	3560.206836
423	3558.330042
424	3554.522539
425	3550.419349
426	3549.780461
427	3549.263888
428	3545.286913
429	3544.74186
430	3544.293167
431	3544.070223
432	3543.913862
433	3542.965492
434	3539.675188
435	3537.930708
436	3537.545341
437	3535.49171
438	3535.078687
439	3531.680085
440	3530.532601
441	3526.886627
442	3525.186831
443	3522.319062
444	3520.232332
445	3518.148709
446	3517.943672
447	3517.681652
448	3517.375239
449	3516.747044
450	3513.018342
451	3512.438406
452	3512.10901
453	3511.834229
454	3510.871636
455	3509.208341
456	3506.652677
457	3506.467113
458	3505.875122
459	3503.900759
460	3503.148801
461	3502.896713
462	3498.916772
463	3498.749862
464	3497.420109
465	3494.897702
466	3494.213886
467	3493.918571
468	3492.817979
469	3490.68189
470	3489.427547
471	3486.863097
472	3485.609255
473	3485.299624
474	3483.780023
475	3482.594166
476	3480.947724
477	3480.225265
478	3478.892666
479	3478.737581
480	3478.20701
481	3477.975089
482	3476.901864
483	3474.754585
484	3470.757642
485	3468.95711
486	3466.593077
487	3465.321656
488	3464.809094
489	3462.628413
490	3462.580452
491	3461.064668
492	3460.763953
493	3460.264451
494	3460.232195
495	3460.088089
496	3459.877956
497	3457.506916
498	3456.811416
499	3454.001748
500	3451.578292
501	3450.549924
502	3449.10873
503	3448.913023
504	3447.763452
505	3447.571963
506	3446.00587
507	3444.500852
508	3441.368385
509	3439.367946
510	3436.149327
511	3434.194025
512	3432.462575
513	3429.899892
514	3428.131872
515	3425.980724
516	3424.238027
517	3422.970883
518	3421.390097
519	3418.322507
520	3418.167212
521	3418.013222
522	3417.869166
523	3416.887124
524	3415.502432
525	3410.980421
526	3408.89122
527	3408.03031
528	3406.134162
529	3405.137063
530	3403.205045
531	3399.24456
532	3397.680361
533	3395.55745
534	3393.765328
535	3392.872439
536	3392.261456
537	3389.487064
538	3387.550379
539	3384.947533
540	3384.924199
541	3384.216244
542	3383.700639
543	3382.15308
544	3381.916518
545	3381.691717
546	3379.873983
547	3379.441336
548	3379.271155
549	3379.162467
550	3377.628928
551	3377.341012
552	3377.099507
553	3374.706046
554	3374.191268
555	3370.589066
556	3367.175375
557	3365.937721
558	3365.714867
559	3364.197274
560	3364.006402
561	3360.868825
562	3360.660308
563	3359.828667
564	3359.310716
565	3357.898939
566	3357.87142
567	3357.60329
568	3354.732207
569	3354.253755
570	3354.082195
571	3353.904981
572	3353.73913
573	3353.57686
574	3352.996154
575	3351.353926
576	3350.672988
577	3348.091177
578	3346.368014
579	3346.342496
580	3344.113868
581	3343.496868
582	3343.227692
583	3341.786446
584	3338.579122
585	3336.835979
586	3332.479118
587	3331.725696
588	3330.690732
589	3329.668689
590	3329.525605
591	3327.671995
592	3326.844766
593	3322.869234
594	3320.746553
595	3320.562791
596	3319.642557
597	3316.062312
598	3315.129452
599	3313.4022
600	3312.566827
601	3312.383056
602	3309.634536
603	3308.895591
604	3306.129092
605	3302.81546
606	3302.47938
607	3301.251463
608	3299.383231
609	3299.273339
610	3298.474706
611	3298.348751
612	3297.150291
613	3296.953114
614	3296.249013
615	3296.079206
616	3295.195054
617	3293.799649
618	3292.032021
619	3290.626621
620	3289.846796
621	3287.38202
622	3286.012011
623	3285.541147
624	3284.036793
625	3283.462252
626	3282.19895
627	3281.756867
628	3280.571037
629	3277.270205
630	3274.104014
631	3273.4712
632	3272.477669
633	3272.299903
634	3270.61449
635	3270.185517
636	3269.735581
637	3269.26486
638	3268.657199
639	3268.342354
640	3265.428464
641	3264.257942
642	3263.41705
643	3263.285129
644	3260.054054
645	3258.916467
646	3257.686647
647	3256.638127
648	3255.677869
649	3254.481622
650	3253.61655
651	3251.328785
652	3249.013916
653	3248.583606
654	3248.101756
655	3246.03663
656	3244.543177
657	3241.710262
658	3239.74587
659	3238.912036
660	3236.738029
661	3236.26382
662	3234.650026
663	3233.679341
664	3227.394943
665	3227.066551
666	3226.870039
667	3225.54092
668	3223.443096
669	3222.812338
670	3220.433704
671	3220.295557
672	3219.367833
673	3217.325883
674	3216.937925
675	3216.90445
676	3216.000676
677	3214.92082
678	3214.160642
679	3213.41965
680	3211.788016
681	3210.831465
682	3209.281751
683	3203.595748
684	3202.458969
685	3201.20303
686	3195.775835
687	3194.445229
688	3192.88805
689	3192.418693
690	3190.992081
691	3190.34361
692	3187.653084
693	3186.926497
694	3185.030563
695	3184.614142
696	3183.385102
697	3180.245709
698	3178.933347
699	3175.140156
700	3174.711996
701	3172.361946
702	3169.545791
703	3168.652035
704	3165.448986
705	3162.55581
706	3161.433591
707	3160.255448
708	3159.212235
709	3158.498332
710	3157.647342
711	3156.565668
712	3156.024853
713	3150.857765
714	3150.762205
715	3149.489216
716	3148.783617
717	3147.544026
718	3147.526722
719	3146.314755
720	3145.232149
721	3144.955079
722	3144.842108
723	3144.813068
724	3142.002724
725	3140.66076
726	3137.136196
727	3137.052604
728	3135.554526
729	3135.104864
730	3133.92147
731	3130.553069
732	3128.588734
733	3125.022181
734	3124.512865
735	3123.440473
736	3122.409405
737	3122.021812
738	3121.840505
739	3120.37875
740	3120.068992
741	3117.552921
742	3113.637104
743	3111.304516
744	3110.142549
745	3104.376726
746	3102.451425
747	3101.000433
748	3100.616863
749	3100.482615
750	3099.798478
751	3098.374573
752	3096.489907
753	3094.689699
754	3094.559461
755	3093.290054
756	3091.943827
757	3091.817881
758	3089.211039
759	3088.341934
760	3087.342113
761	3085.404046
762	3083.067331
763	3081.334762
764	3079.882914
765	3076.76781
766	3074.318404
767	3074.246821
768	3074.114074
769	3072.992024
770	3069.930128
771	3069.79023
772	3066.967942
773	3066.025336
774	3065.247575
775	3064.05496
776	3064.020462
777	3063.886389
778	3061.569575
779	3060.098642
780	3058.833292
781	3058.716069
782	3058.183608
783	3056.41479
784	3056.21762
785	3056.10084
786	3053.553909
787	3052.503917
788	3052.120786
789	3046.76229
790	3045.126894
791	3042.961957
792	3041.733991
793	3040.410097
794	3039.70259
795	3039.087588
796	3038.905407
797	3036.302451
798	3035.821499
799	3034.292951
800	3034.082711
801	3033.884403
802	3031.594311
803	3030.935676
804	3027.140832
805	3026.200389
806	3023.050157
807	3021.943211
808	3020.860494
809	3020.634157
810	3019.440819
811	3018.302778
812	3017.219219
813	3016.267395
814	3013.396353
815	3009.934508
816	3008.716522
817	3005.198365
818	3004.821051
819	3002.068537
820	3000.089972
821	2999.912751
822	2998.938627
823	2998.574827
824	2996.298132
825	2995.968967
826	2995.697106
827	2995.580933
828	2995.369541
829	2994.745228
830	2992.419108
831	2990.105625
832	2988.774967
833	2987.950234
834	2987.495163
835	2985.786292
836	2985.274584
837	2984.435654
838	2982.705131
839	2979.818477
840	2976.513074
841	2976.198717
842	2974.615846
843	2973.851431
844	2972.228204
845	2970.625604
846	2970.292848
847	2968.143604
848	2968.088468
849	2967.137953
850	2967.049751
851	2966.728609
852	2966.186398
853	2963.448955
854	2961.106981
855	2960.003727
856	2958.776497
857	2957.117791
858	2955.355355
859	2954.164812
860	2948.928264
861	2948.275535
862	2947.999201
863	2946.411707
864	2944.174688
865	2939.17824
866	2936.827997
867	2936.173485
868	2935.955088
869	2935.686655
870	2933.445433
871	2930.616936
872	2929.660085
873	2929.222335
874	2926.8041
875	2926.196553
876	2925.304318
877	2924.988299
878	2923.109595
879	2922.036184
880	2919.275069
881	2918.806575
882	2918.59753
883	2918.348466
884	2916.98744
885	2915.930466
886	2912.743208
887	2912.1647
888	2911.590314
889	2911.323198
890	2909.867102
891	2908.716285
892	2906.838602
893	2905.826082
894	2905.594002
895	2905.401828
896	2904.59957
897	2903.547347
898	2900.979703
899	2900.146097
900	2898.613586
901	2893.871516
902	2893.278411
903	2888.787244
904	2884.325335
905	2881.869555
906	2880.770499
907	2878.940908
908	2878.341919
909	2877.760406
910	2877.136122
911	2876.846329
912	2875.543696
913	2874.120493
914	2873.40436
915	2872.514671
916	2872.286549
917	2868.061161
918	2867.873095
919	2867.652992
920	2866.953968
921	2864.501882
922	2860.471193
923	2859.756621
924	2859.693143
925	2856.773285
926	2856.374298
927	2855.098426
928	2854.107456
929	2853.872148
930	2852.401174
931	2852.315404
932	2850.894692
933	2849.07438
934	2848.017443
935	2846.907122
936	2846.67054
937	2845.087621
938	2844.285323
939	2843.225519
940	2839.566053
941	2838.98657
942	2837.963431
943	2836.395002
944	2835.294431
945	2834.738886
946	2831.941347
947	2829.053019
948	2828.825826
949	2827.467508
950	2826.246136
951	2825.65404
952	2825.101227
953	2824.542945
954	2824.321971
955	2822.448656
956	2821.939595
957	2821.679578
958	2819.30691
959	2819.078656
960	2818.825062
961	2818.246978
962	2816.42438
963	2815.904949
964	2815.246312
965	2814.40832
966	2812.332981
967	2812.108223
968	2811.738206
969	2808.88923
970	2807.951279
971	2806.971774
972	2805.932794
973	2804.725233
974	2803.033904
975	2802.337079
976	2798.746105
977	2795.29996
978	2794.804611
979	2793.261274
980	2791.772759
981	2791.285087
982	2790.491504
983	2789.057071
984	2788.276419
985	2788.262304
986	2788.07829
987	2787.732466
988	2787.490869
989	2787.036762
990	2786.61365
991	2786.083337
992	2783.115284
993	2781.116303
994	2779.219373
995	2777.549494
996	2777.485484
997	2776.713244
998	2774.761114
999	2774.563701
